country,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants,protesteridentity,sources,notes,final,ignore,crowd dispersal,arrests,accomodation,shootings,beatings,killings,"political behavior, process",labor wage dispute,"price increases, tax policy",removal of politician,police brutality,land farm issue,social restrictions
Mexico,2006,North America,1,4,8.0,7.0,2006.0,8.0,7.0,2006.0,0.0,Mexico City,150000,democratic revolutionary party prd,"1. leftist predicts unrest without complete recount of mexican election the new york times, july 9, 2006 sunday, section 1; column 1; foreign desk; pg. 6, 1343 words, by james c. mckinley jr. and ginger thompson 2. contender alleges mexico vote was rigged; populist s plan for legal challenge ignites boisterous crowd at massive rally in capital the washington post, july 9, 2006 sunday, a section; a01, 1112 words, manuel roig franzia, washington post foreign service;","while the announced winner of last sunday s presidential election, felipe calderon, kept a low profile on saturday, his leftist rival led a rally of at least 150,000 people, charged the polling had been marred by fraud and suggested there would be civil unrest without a vote by vote recount. if there is not democracy, there will be instability, said the rival, andres manuel lopez obrador, at a news conference just hours before he addressed his angry and defiant supporters in mexico city s central plaza.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2006,North America,1,5,16.0,7.0,2006.0,16.0,7.0,2006.0,0.0,Mexico City,400000,democratic revolutionary party prd,"1. crowds rally again to demand recount in mexican vote the new york times, july 17, 2006 monday, section a; column 1; foreign desk; pg. 3, 1062 words, by ginger thompson; antonio betancourt and james c. mckinley jr. contributed reporting for this article. 2. l pez obrador urges civil resistance; mexican runner up summons support for vote by vote recount at massive rally the washington post, july 17, 2006 monday, a section; a12, 706 words, manuel roig franzia, washington post foreign service;","for the second time in eight days, thousands of supporters of the leftist presidential candidate, andres manuel lopez obrador, filled this city s historic central plaza to demonstrate their support for his demand for a vote by vote recount of mexico s disputed july 2 election. the crowds at this rally several hundred thousand were considerably larger than the last and seemed to indicate that the movement started by the embattled former mayor of mexico city remained strong.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2006,North America,1,6,30.0,7.0,2006.0,30.0,7.0,2006.0,0.0,Mexico City,1000000,democratic revolutionary party prd,"1. losing leftist plans sit ins to challenge mexico vote the new york times, july 31, 2006 monday, section a; column 1; foreign desk; pg. 6, 1016 words, by james c. mckinley jr.; antonio betancourt contributed reporting for this article. 2. mexican runner up urging continuous protest in capital the washington post, july 31, 2006 monday, a section; a11, 367 words, cyntia barrera, reuters;","andres manuel lopez obrador, the runner up in mexico s presidential election, led hundreds of thousands of people in a rally sunday and urged them to protest in the capital until all the votes were recounted. lopez obrador told supporters that the demonstration would take place in the zocalo, one of the largest squares in the world, and on main roads running through the city center. the protest marks the start of a campaign of civil disobedience to protest the results of the july 2 election, in which lopez obrador apparently lost by a half a percentage point to felipe calderon, a free trade booster.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2006,North America,1,7,31.0,7.0,2006.0,14.0,9.0,2006.0,0.0,Mexico City,100s-1000s,democratic revolutionary party prd,"1. world briefing americas: mexico: candidate s supporters paralyze capital the new york times, august 1, 2006 tuesday, section a; column 4; foreign desk; pg. 4, 120 words, by james c. mckinley jr. nyt 2. protesters occupy city centre and demand recount the times london , august 1, 2006, tuesday, overseas news; pg. 29, 317 words, tim reid in washington 3. leftist s blockade divides mexico city, and his supporters the new york times, august 5, 2006 saturday, section a; column 3; foreign desk; pg. 4, 588 words, by james c. mckinley jr.; antonio betancourt and elisabeth malkin contributed reporting for this article. 4. mexico recount begins, and protests go on the new york times, august 10, 2006 thursday, section a; column 4; foreign desk; pg. 6, 1144 words, by james c. mckinley jr. 5. leftist s backers end blockade in mexico city the new york times, september 15, 2006 friday, section a; column 4; foreign desk; pg. 8, 917 words, by james c. mckinley jr.;","hundreds of demonstrators demanding a recount in the presidential election created enormous traffic jams throughout mexico city, blocking the main avenues in the capital s historic center with protest camps. on sunday, the leftist presidential candidate, andres manuel lopez obrador, a former mayor of mexico city who election officials say narrowly lost the election last month, called for sit ins to add pressure for the full recount he wants.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2007,North America,1,1,31.0,1.0,2007.0,31.0,1.0,2007.0,0.0,Mexico City,10000s,"left wing parties, unions, and peasant organizations","1. thousands in mexico city protest rising food prices the new york times, february 1, 2007 thursday, section a; column 1; foreign desk; pg. 6, 901 words, by elisabeth malkin; antonio betancourt contributed reporting. 2. tortilla crisis hits the poor as clean fuel drives up corn price the times london , february 3, 2007, saturday, overseas news; pg. 50, 451 words, james hider in mexico city;","tens of thousands of workers and farmers filled this city s central square on wednesday to protest spiraling food prices, ratcheting up the volume over a problem that has dogged president felipe calderon in his first weeks in office. left wing parties joined the unions and peasant organizations that had called the protest. the protesters, some of whom handed out ears of corn, marched up mexico city s main avenue to the zocalo, the site of protests through much of the summer and fall against mr. calderon s election.",ignore,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mexico,2007,North America,1,2,25.0,3.0,2007.0,25.0,3.0,2007.0,0.0,Mexico City,1000s,church leaders,"1. abortion plan in mexico city shakes a heavily catholic land the new york times, march 31, 2007 saturday, section a; column 1; foreign desk; pg. 1, 1420 words, by james c. mckinley jr.; yazmin quiroz, elisabeth malkin and antonio betancourt contributed reporting.;","dominated by liberals, mexico city s legislature is expected to legalize abortion in a few weeks...catholic and feminist groups have staged dueling protests and marches...last sunday, cardinal norberto rivera was among the church leaders who joined a protest march down the boulevard to the basilica of the virgin of guadalupe. despite a ban on the clergy taking part in politics, the cardinal told the crowd of several thousand, we are united here so that they hear our voice, the voice of life.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2007,North America,1,3,29.0,3.0,2007.0,29.0,3.0,2007.0,0.0,Mexico City,100s,women s rights groups,"1. abortion plan in mexico city shakes a heavily catholic land the new york times, march 31, 2007 saturday, section a; column 1; foreign desk; pg. 1, 1420 words, by james c. mckinley jr.; yazmin quiroz, elisabeth malkin and antonio betancourt contributed reporting. 2. mexico city legalizes abortion early in term the new york times, april 25, 2007 wednesday, section a; column 1; foreign desk; pg. 8, 806 words, by james c. mckinley jr.; antonio betancourt, elisabeth malkin and marc lacey contributed reporting.;","dominated by liberals, mexico city s legislature is expected to legalize abortion in a few weeks...catholic and feminist groups have staged dueling protests and marches...several hundred people in favor of the law marched thursday afternoon through the narrow streets of the historic downtown. the crowd was made up mostly of women, largely from women s rights groups and political parties that support legalizing abortion.",accomodation,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Mexico,2007,North America,1,4,24.0,4.0,2007.0,24.0,4.0,2007.0,0.0,Mexico City,1000s,abortion opponents,"1. mexico city s legislature votes to legalize abortion the washington post, april 25, 2007 wednesday, foreign; pg. a11, 700 words, manuel roig franzia; washington post foreign service;","after months of furious debate and threats of excommunication by the catholic church, mexico city s legislative assembly on tuesday overwhelmingly voted to legalize abortion for the first time in the capital s history. riot police held back thousands of protesters, some hoisting coffins and others waving plastic fetuses, as lawmakers wrangled over a measure that would allow abortion in the first 12 weeks of pregnancy and abolish a seven decade old law that levied criminal penalties against women who have abortions.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2007,North America,1,5,13.0,10.0,2007.0,13.0,10.0,2007.0,0.0,Mexico City,100s,street vendors,"1. mexico: mayor opens war against mexico city street vendors the new york times, october 13, 2007 saturday, section a; column 0; foreign desk; world briefing americas; pg. 7, 130 words, by james c. mckinley jr.;","trying to resolve one of mexico city s oldest and most intractable problems, mayor marcelo ebrard sent more than 1,000 police officers in riot gear into the historic center to keep street vendors from setting up stands and blocking sidewalks. the operation to clear the vendors from 87 streets downtown was carried out peacefully, though several hundred angry vendors staged a march to protest.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2008,North America,1,1,31.0,1.0,2008.0,31.0,1.0,2008.0,0.0,Mexico City,10000s,"national union of workers, farming organizations","1. mexican farmers protest end of corn import taxes the new york times, february 1, 2008 friday, section a; column 0; foreign desk; pg. 10, 938 words, by james c. mckinley jr.;","tens of thousands of farmers clogged the streets of the capital on thursday to protest the end of tariffs on corn from the united states, warning that the elimination of trade barriers could drive them out of business and lead more mexicans to migrate north. the farmers brought a herd of cattle and more than 50 tractors to make their point, jamming the historic center and blocking the central artery, paseo de la reforma. one rowdy group burned a tractor...the police said at least 50,000 people joined the protest; organizers put the number at 100,000.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2008,North America,1,2,24.0,2.0,2008.0,24.0,2.0,2008.0,0.0,Mexico City,1000s,democratic revolutionary party prd,"1. mexico s oil output falls, pemex needs cash infusion christian science monitor, february 26, 2008, tuesday, world; pg. 6, 945 words, sara miller llana staff writer of the christian science monitor;","protests were against the proposed privatization of pemex, the state oil company.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2008,North America,1,3,30.0,8.0,2008.0,30.0,8.0,2008.0,0.0,national,10000s,unspecified,"1. no laughing matter the times london , september 1, 2008 monday, features; pg.24, 49 words 2. can mexico s caldertop the killings? christian science monitor, september 2, 2008 tuesday, world; pg. 6, 1001 words, sara miller llana staff writer of the christian science monitor;","thousands of mexicans, including some dressed as clowns, march through mexico city to protest against kidnappings and decapitations thought to have been carried out by drugs cartels. the silent demonstration aimed to put pressure on president felipe calderon to crack down on crime.",accomodation,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Mexico,2009,North America,1,1,18.0,2.0,2009.0,18.0,2.0,2009.0,0.0,Monterrey,300,disputed see notes,"1. around the world the washington post, february 18, 2009 wednesday, foreign; pg. a10, 790 words;","mexican authorities claimed that this protest was funded and organized by los zetas, a paramilitary group working for drug cartels.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2009,North America,1,2,26.0,5.0,2009.0,26.0,5.0,2009.0,0.0,Michoacan,1000s,residents,"1. a mexican cartel s swift and grisly climb; la familia defies federal efforts to eliminate its influence the washington post, june 13, 2009 saturday, foreign; pg. a06, 2151 words, steve fainaru and william booth; washington post foreign service;","mexican authorities conducted a series of arrests of political officials accused of working for la familia michoacana, a drug cartel. the arrests may 26 picked up 10 mayors, nine police chiefs and nine senior officials. but as the dragnet was being announced, thousands of residents across the farming belt known as the tierra caliente, or hot lands, rose up in protest.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2009,North America,1,3,24.0,9.0,2009.0,24.0,9.0,2009.0,0.0,Mexico City,50,unspecified,"1. world digest the washington post, september 25, 2009 friday, a section; pg. a12, 463 words;",the protesters were women opposed to the appointment of an attorney general who failed to catch those responsible for attacks on women while he served as a state prosecutor.,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2009,North America,1,4,15.0,10.0,2009.0,15.0,10.0,2009.0,0.0,Mexico City,100s,mexican electrical workers union sme,"1. seizure of mexican utility spurs protests; calder 3n denies move is first salvo in campaign to dismantle trade unions the washington post, october 16, 2009 friday, foreign; pg. a13, 744 words, william booth; washington post foreign service 2. shutting mexico city s power company is no cure yet for bad service the new york times, october 26, 2009 monday, section a; column 0; foreign desk; pg. 10, 1081 words, by elisabeth malkin;","union members and their political allies filled the streets of the mexican capital thursday night to condemn president felipe calder 3n s recent liquidation of a state run power utility, a surprise move seen by many as an assault on organized labor. declaring the state owned company so poorly managed as to be unsustainable, calderon on saturday night authorized the seizure of central light and power. he also deployed about 1,000 federal police officers in riot gear to enforce his decree.",ignore,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Mexico,2009,North America,1,5,12.0,11.0,2009.0,12.0,11.0,2009.0,0.0,Mexico City,1000s,mexican electrical workers union sme,"1. union in power battle over closure of company the times london , november 12, 2009 thursday, news; pg. 47, 161 words, ruth maclean;","mexico ground to a halt as a strike organised by the mexican electrical workers union sme blockaded roads and closed companies, schools and universities ruth maclean writes . unionists, peasants, workers and students are protesting against the government s illegal liquidation of the power company luz y fuerza. at 11pm on october 11, police and the army seized the company s headquarters in mexico city and offices across the country.",ignore,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Mexico,2010,North America,1,1,13.0,8.0,2010.0,16.0,8.0,2010.0,0.0,L  zaro C  rdenas,300,municipal police officers,"1. cycle of revolution fears amid drug wars and strikes; mexico the times london , august 16, 2010 monday, news; pg. 24, 531 words, ruth maclean;","municipal police officers took to the streets of a northern mexican city yesterday for a third day of protests against alleged corruption among federal colleagues sent to fight drug lords. more than 300 officers wearing masks and brandishing weapons marched through the streets of l zaro c rdenas, vowing to remain on strike until the local leader of the federal force was removed.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2011,North America,1,1,6.0,4.0,2011.0,6.0,4.0,2011.0,0.0,national,1000s,javier sicilia poet,"1. mexico mass graves add fuel to public s anger over drug war; nearly 60 bodies were discovered by authorities this week about 80 miles from brownsville, texas. officials say the suspects are members of the zetas, one of mexico s most violent drug gangs. the christian science monitor, april 7, 2011 thursday, 723 words, sara miller llana and nacha cattan staff writer and correspondent;",protests were directed against the president s failure to curb drug related violence.,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2011,North America,1,2,5.0,5.0,2011.0,8.0,5.0,2011.0,0.0,Cuernavaca to Mexico City,100s-10000s,javier sicilia poet,"1. with silent march to capital,mexicans protest drug war the washington post, may 8, 2011 sunday, a section; pg. a11, 846 words, william booth 2. mexico s calder n popular, despite massive protests about his drug strategy; mexican president felipe calder n s approval rating has risen slightly to 54 percent, despite setbacks in the drug war. the christian science monitor, may 9, 2011 monday, 768 words, sara miller llana staff writer 3. the washington post, may 9, 2011 monday, a section; pg. a06, 743 words;","the protest was a march from cuernavaca to mexico city, protesting the president s failure to curb drug related violence and his war on drugs.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2012,North America,1,1,13.0,11.0,2012.0,13.0,11.0,2012.0,0.0,Ojinaga,1500,local residents,"1. in mexico, seeking military accountability the washington post, november 14, 2012 wednesday, a section; pg. a10, 1137 words, william booth;","brig. gen. manuel de jesus moreno avina, commander of the 3rd infantry company, arrived in spring 2008 in ojinaga, across the rio grande from tiny presidio in texas s big bend country. the general, as he is known by all here, quickly began what his own officers described in court testimony as a reign of terror. instead of confronting organized crime, his soldiers allegedly became outlaws themselves. then people began to disappear. now, four years after moreno s 18 month tenure in ojinaga, the landmark case against the general and his men may finally change the way mexico prosecutes soldiers tied to alleged abuses during the country s bloody drug war...people in ojinaga rose up in protest against the military, and 1,500 people crowded into the central plaza calling for peace and respect.",ignore,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mexico,2012,North America,1,2,1.0,12.0,2012.0,1.0,12.0,2012.0,1.0,Mexico City,100,youths,"1. new president of mexico vows to focus on economy the new york times, december 2, 2012 sunday, section a; column 0; foreign desk; pg. 8, 776 words, by randal c. archibold and karla zabludovsky; randal c. archibold contributed reporting.;","with protests and little pomp, enrique pe a nieto on saturday began his six year term as president of mexico, promising big spending and sweeping changes to bring peace and prosperity to a country troubled by drug violence and uneven economic growth this is mexico s moment, mr. pe a nieto declared in his inaugural address before a gathering of domestic and foreign leaders at the national palace, including vice president joseph r. biden jr., seated in the front row, while demonstrators kept far from the scene vandalized buildings and clashed with riot police officers outside.",arrests,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Mexico,2013,North America,1,1,24.0,4.0,2013.0,24.0,4.0,2013.0,1.0,Guerrero state,50,teachers union,"1. mexican teacher protests turn up heat on president the new york times, april 26, 2013 friday, section a; column 0; foreign desk; pg. 9, 630 words, by karla zabludovsky;","one of president enrique pe a nieto s signature efforts to shake up the country a broad plan to overhaul the education system has run into violent protests that underscore how difficult it may be to carry out, particularly in some volatile states with poor academic performance. armed with iron rods and rocks, dozens of masked members of the teachers union in guerrero state attacked the local offices of the four major political parties on wednesday, smashing windows and overturning furniture. they also set fire to the office of the institutional revolutionary party, or pri, to which mr. pe a nieto belongs.",ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Mexico,2013,North America,1,2,25.0,4.0,2013.0,25.0,4.0,2013.0,0.0,Mexico City,100s,teachers union,"1. mexican teacher protests turn up heat on president the new york times, april 26, 2013 friday, section a; column 0; foreign desk; pg. 9, 630 words, by karla zabludovsky;","one of president enrique pe a nieto s signature efforts to shake up the country a broad plan to overhaul the education system has run into violent protests that underscore how difficult it may be to carry out, particularly in some volatile states with poor academic performance...on thursday, in a further sign of the growing conflict over education changes, teachers marched down mexico city s main boulevard, temporarily closing it down.",ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Mexico,2013,North America,1,3,23.0,8.0,2013.0,13.0,9.0,2013.0,0.0,Mexico City,1000s,teachers union,"1. fighting education overhaul, thousands of teachers disrupt mexico city the new york times, august 25, 2013 sunday, section a; column 0; foreign desk; pg. 10, 864 words, by karla zabludovsky 2. in mexico, teachers take to streets to fight education reform the washington post, august 29, 2013 thursday, a section; pg. a14, 846 words, stephanie mccrummen 3. mexico s pe a nieto scores early political wins but can he sustain support?; president pe a nieto said mexico s made big progress on education and telecom reform. but observers say the real hurdles lie ahead. the christian science monitor, september 3, 2013 tuesday, world, 929 words, lauren villagran correspondent 4. mexico passes a softened bill for improving teacher quality the new york times, september 5, 2013 thursday, section a; column 0; foreign desk; pg. 4, 531 words, by karla zabludovsky 5. protest by mexican teachers is ended the new york times, september 14, 2013 saturday, section a; column 0; foreign desk; pg. 5, 160 words, by the new york times;","mexico s highly anticipated education overhaul program intended to weed out poorly performing teachers, establish professional hiring standards and weaken the powerful teachers union is buckling under the tried and true tactic of huge street protests, throwing the heart of the capital into chaos. a radical teachers group mobilized thousands of members in mexico city last week, chasing lawmakers from their chambers, occupying the city s historic central square, blocking access to hotels and the international airport, and threatening to bring an already congested city to a halt in the coming days.",accomodation,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Mexico,2014,North America,1,1,28.0,2.0,2014.0,28.0,2.0,2014.0,0.0,Culiac  n,1000+,local peasants,"mexicans demand freedom for seized drug lord hero the times london , march 1, 2014 saturday, news; pg. 40, 306 words, mexico james hider;","mexican officials have opened an investigation into who organised a demonstration of more than a thousand locals calling for the release of joaquin el chapo guzman, the world s most powerful drug lord, who was arrested by marines last week. a helicopter dropped leaflets over the city of culiac n, where the head of the violent sinaloa cartel had his main base, demanding the release of el chapo, hero of sinaloa . his nickname translates at shorty. the demonstrators carried placards, were accompanied by a brass band and were offered beer and tamales, a popular mexican cornmeal snack. :",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2014,North America,1,2,28.0,2.0,2014.0,1.0,3.0,2014.0,1.0,"Coyoacan neighborhood, Mexico City",50+,locals,"no cause even parking meters is too small for street protests the washington post, march 23, 2014 sunday, a section; pg. a04, 1077 words, joshua partlow;","city government begins installing parking meters in a historic neighborhood residents protest, tear out the meters; government sends in riot police.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2014,North America,1,3,22.0,4.0,2014.0,22.0,4.0,2014.0,0.0,Mexico City,1000+,students,"mexican law would liberalize telecoms, but critics spy censorship; mexico says measures to track cell phone calls and censor websites are important for fighting cyberattacks, kidnappings, and other crimes. but opponents fear an online clampdown. the christian science monitor, april 24, 2014 thursday, world, 752 words, maya kroth contributor;","over a thousand people, many of them students, gathered on the steps of mexico city s angel of independence monument this week to protest a telecommunications bill they say amounts to government censorship. they re trying to silence our voices and our freedom of expression on the internet, says natalie ollivier, who had an x drawn over her mouth in ink, while the crowd behind her tuesday night chanted, no a la censura, or no to censorship.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexico,2014,North America,1,4,10.0,6.0,2014.0,10.0,6.0,2014.0,0.0,Mexico City,1000+,circus performers,"circus rule in mexico: no lions, no tigers, no bears the washington post, june 12, 2014 thursday, style; pg. c10, 159 words;","more than 1,000 acrobats, clowns and other circus workers marched through downtown mexico city on tuesday to protest a ban on animals in circuses. there can be no lions, tigers or bears in circus rings under a law passed in the city legislature monday. circus performers say the law will leave both animals and humans without jobs.",ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Mexico,2014,North America,1,5,26.0,9.0,2014.0,26.0,9.0,2014.0,0.0,Guerrero,50+,students,"mexico: students missing after protest the new york times, september 30, 2014 tuesday, section a; column 0; foreign desk; pg. 6, 144 words, by randal c. archibold;","the authorities in guerrero, one of mexico s most violent states, are searching for 57 students from a teachers college who have been missing since friday when gunmen fired on a demonstration they were attending, killing three students and three others nearby. the gunfire also wounded 25 people. the guerrero state prosecutor, i aky blanco cabrera, said that witnesses identified the gunmen as local police officers in iguala, where the protest occurred, and that more than 20 had been detained. mr. blanco described the episode as an instance of undoubtedly excessive force by the officers. the federal interior secretary, miguel ?ngel osorio chong, called the conduct of the police incredible and said federal authorities would join the investigation. witnesses said police officers had put the missing students on a bus and escorted them from the scene.",shootings,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Mexico,2014,North America,1,6,8.0,10.0,2014.0,8.0,10.0,2014.0,0.0,Chilpancingo,1000s,"students, teachers, activists","world digest: oct. 8, 2014 the washington post, october 9, 2014 thursday, a section; pg. a06, 575 words;","thousands in mexico proteststudents disappearance: tensof thousands of teachers, activists and residents blocked a major highway in the capital of the mexican state of guerrero to protest the disappearance of 43 students. investigators still had no word on whether 28 bodies found in a mass grave last weekend included some of the students, who disappeared after two attacks allegedly involving police in the city of iguala in which six people were killed.",ignore,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mexico,2014,North America,1,7,13.0,10.0,2014.0,13.0,10.0,2014.0,1.0,Chilpancingo,200,"masked men, farmers","mexican protest over disappearances turns violent the washington post, october 14, 2014 tuesday, a section; pg. a09, 433 words, nick miroff;","protesters ransacked and burned government offices monday in chilpancingo, the capital of guerrero state, in an explosion of outrage over the suspected kidnapping and murder of 43 students by corrupt local police. anti government rallies have been held in several mexican cities since the students disappearance sept. 26 and the subsequent discovery of mass graves outside iguala, about 120 miles south of mexico city. but on monday, the protests turned violent. after clashing with riot police, about 200 demonstrators stormed an office building in the state capital, toppling and torching vehicles outside.",crowd dispersal,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Mexico,2014,North America,1,8,17.0,10.0,2014.0,17.0,10.0,2014.0,0.0,Acapulco,1000s,"students, teachers, activists","world digest: oct. 17, 2014 the washington post, october 18, 2014 saturday, a section; pg. a04, 688 words;","thousands of protesters marched along the famed coastal boulevard at the mexican resort of acapulco to demand the safe return of 43 missing students from a rural teachers college. the government is combing the hills of southern guerrero state with horseback patrols and is sending divers to look in lakes and near dams but has not found the students, who have been missing since sept. 26. protesters hold out hopes that they are alive and have pledged to blockade city halls throughout the state until they are found. a caravan of more than 20 buses from the college joined other protesters from the state s teachers union in downtown acapulco on friday for an emotional but peaceful demonstration, three weeks after the students were reportedly taken away by local police and members of a drug gang.",ignore,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mexico,2014,North America,1,9,22.0,10.0,2014.0,22.0,10.0,2014.0,1.0,Iguala,50+,protesters,"in mexico, an embattled governor resigns the new york times, october 24, 2014 friday, section a; column 0; foreign desk; pg. 10, 408 words, by randal c. archibold; paulina villegas contributed reporting from mexico city.;","on wednesday, protesters burned the city hall of iguala, where the students went missing on sept. 26 after a violent clash with the police.",ignore,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mexico,2014,North America,1,10,5.0,11.0,2014.0,5.0,11.0,2014.0,0.0,Mexico City,1000s,"students, teachers","mexican universities begin 3 day strike to protest students disappearance the washington post, november 6, 2014 thursday, a section; pg. a18, 657 words, joshua partlow;",3 day nationwide strike at universities to protest government complicity in the kidnapping murder of protesting students back in september. this is accompanied by the march by thousands in mexico city.,ignore,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Mexico,2014,North America,1,11,9.0,11.0,2014.0,9.0,11.0,2014.0,1.0,Mexico City,1000s,protesters,"riot as mexico tells how students died; mexico the times london , november 10, 2014 monday, news; pg. 36, 405 words, james hider;","protesters tried to storm mexico city s national palace, used by the president for ceremonial occasions, after the government admitted that 43 students who were abducted on the orders of a corrupt mayor had been murdered by gangsters. as thousands of demonstrators marched through the main square of mexico city, a small group broke away and tried to smash down the doors of the 16th century palace. they threw petrol bombs, chanted slogans denouncing president pe a nieto and spray painted we want them back alive on the walls before police drove them back.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Mexico,2014,North America,1,12,10.0,11.0,2014.0,11.0,11.0,2014.0,1.0,Acapulco,1000s,protesters,"law and order in mexico the new york times, november 12, 2014 wednesday, section a; column 0; editorial desk; editorial; pg. 26, 472 words, by the editorial board riots erupt over student murders; mexico the times london , november 12, 2014 wednesday, news; pg. 41, 630 words, james hider;","the disappearance, and presumed murder, of 43 college students six weeks ago has brought parts of mexico to a tense point. on monday, thousands of protesters blocked access to the airport in acapulco. acapulco airport was besieged by thousands of protesters yesterday who are furious about the horrific killings of 43 students whom they believe were abducted on the orders of a local mayor. twenty riot police were injured in the clashes, while tourists were forced to drag their luggage on foot into the airport after staff fled.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Mexico,2014,North America,1,13,11.0,11.0,2014.0,11.0,11.0,2014.0,1.0,Guerrero,50+,teachers and students,"mexico: protesters burn party office the new york times, november 12, 2014 wednesday, section a; column 0; foreign desk; world briefing; pg. 6, 103 words, by paulina villegas;","teachers and students protesting the abduction and apparent murder of 43 college students in september set fire tuesday to the headquarters of president enrique pe a nieto s party in guerrero state. the protesters, who clashed with the police over several hours, at one point detained the state security chief but later released him. a number of demonstrations have erupted since friday, when federal officials said they had found burned remains that may be those of the missing students. witnesses have told the authorities that the students were abducted by the police and turned over to a drug gang that killed them.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Mexico,2014,North America,1,14,13.0,11.0,2014.0,13.0,11.0,2014.0,1.0,Guerrero,50+,teachers,"mexicans revolt as fury at student killings boils over; mexico the times london , november 14, 2014 friday, news; pg. 40,41, 842 words, james hider;","mobs set fire to the party headquarters of the mexican president yesterday amid mounting anger at the murder of 43 students, pushing the country into a state of lawlessness. crowds attacked the congress building in the southwestern state of guerrero and set the state headquarters of president pe a nieto s party ablaze. members of a teachers union, protesting over the killings of the teacher training students last month, broke into the municipal building, setting fire to it and cars parked outside.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Mexico,2014,North America,1,15,20.0,11.0,2014.0,20.0,11.0,2014.0,1.0,Mexico City,1000s,"students, teachers, activists","keeping the peace: mexican protesters say non violence is key to change; public anger over the disappearance of 43 students, who are presumed dead, led to mass protests in mexico s capital yesterday. while the march was largely peaceful, clashes between demonstrators and police erupted last night. the christian science monitor, november 21, 2014 friday, world, 793 words, whitney eulich staff writer;","demonstrators snaked across mexico city last night along three separate routes, meeting in the historic z calo plaza to protest the sept. 26 disappearance and likely massacre of 43 teaching students nearly two months ago. it was billed as a peaceful march, with thousands of demonstrators ranging from families of the disappeared to university students and teachers, unionists and concerned citizens, calling for government action and justice. but clashes between some protesters and police led security forces in riot gear to clear the z calo later in the night. earlier in the day a few hundred protesters attempting to shut down the mexico city airport threw molotov cocktails and rocks. as political energy continues to build nationally around the attack on students an incident in which government officials, police, and drug cartels are implicated many say keeping demonstrations peaceful is the key to meaningful change.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,1,0,0
